WmoStationNumber,StationNameEnglish,StationNameThai,Province,Latitude,Longitude,DewPoint,Date,Time,Rainfall24Hr,MinimumTemperature,MeanSeaLevelPressure,VaporPressure,StationPressure,WindSpeed,RelativeHumidity,Rainfall,WindDirection,LandVisibility,AirTemperature
48373,SI SAMRONG AGROMET.,ศรีสำโรง สกษ.,สุโขทัย,17.16136,99.86167,25.3,10-13-2019,07:00:00,0.00,25.5,1010.21,32.20,1003.98,0.0,96,0.00,000,8.00,26.0
48374,LOM SAK,หล่มสัก,เพชรบูรณ์,16.77361,101.24944,23.0,10-13-2019,07:00:00,0.00,24.0,1011.72,28.11,995.07,0.0,91,0.00,000,12.00,24.5
48375,MAE SOT,แม่สอด,ตาก,16.65917,98.55083,22.5,10-13-2019,07:00:00,0.00,23.2,1009.34,27.25,986.75,5.6,91,0.00,130,10.00,24.0
48376,TAK,ตาก,ตาก,16.87833,99.14333,24.8,10-13-2019,07:00:00,1.20,25.0,1011.24,31.25,996.72,0.0,96,1.20,000,5.00,25.5
48377,BHUMIBOL DAM,เขื่อนภูมิพล,ตาก,17.24389,99.00250,24.1,10-13-2019,07:00:00,0.00,24.8,1011.10,29.99,994.57,0.0,92,0.00,000,7.00,25.4
48378,PHITSANULOK,พิษณุโลก,พิษณุโลก,16.79481,100.27930,24.4,10-13-2019,07:00:00,0.00,25.5,1010.42,30.48,1005.16,5.6,90,0.00,070,10.00,26.1
48379,PHETCHABUN,เพชรบูรณ์,เพชรบูรณ์,16.43333,101.15000,23.9,10-13-2019,07:00:00,22.10,24.0,1009.62,29.59,996.28,0.0,96,0.00,000,10.00,24.6
48380,KAMPHAENG PHET,กำแพงเพชร,กำแพงเพชร,16.48681,99.52697,25.8,10-13-2019,07:00:00,0.40,25.7,1010.89,33.19,1001.51,0.0,96,0.40,000,10.00,26.5
48381,KHON KAEN,ขอนแก่น,ขอนแก่น,16.46111,102.78972,23.5,10-13-2019,07:00:00,0.00,24.3,1011.96,28.92,990.03,7.4,91,0.00,090,6.00,25.1
48382,MAHASARAKHAM,มหาสารคาม,มหาสารคาม,16.24722,103.06805,24.7,10-13-2019,07:00:00,0.00,24.4,1011.40,31.12,993.71,7.4,98,0.00,130,10.00,25.0
48383,MUKDAHAN,มุกดาหาร,มุกดาหาร,16.54139,104.72889,21.5,10-13-2019,07:00:00,0.00,24.3,1011.39,25.60,995.37,3.7,82,0.00,310,10.00,24.8
48384,THA PHRA AGROMET.,ท่าพระ สกษ.,ขอนแก่น,16.33333,102.81667,23.6,10-13-2019,07:00:00,0.00,23.8,1010.73,29.16,991.64,1.9,93,0.00,040,7.00,24.8
48385,UMPHANG,อุ้มผาง,ตาก,16.02472,98.86444,20.4,10-13-2019,07:00:00,15.00,20.6,1012.37,23.98,960.12,0.0,95,0.00,000,.10,21.2
48386,PICHIT AGROMET.,พิจิตร สกษ.,พิจิตร,16.43806,100.29250,25.2,10-13-2019,07:00:00,0.20,25.5,1010.43,32.04,1006.45,0.0,94,0.00,000,4.00,26.2
48387,DOI MU SOE AGROMET.,ดอยมูเซอร์ สกษ.,ตาก,16.75000,98.93333,19.4,10-13-2019,07:00:00,0.20,19.2,1011.74,22.46,915.75,0.0,96,0.00,000,7.00,20.0
48390,KALASIN,กาฬสินธุ์,กาฬสินธุ์,16.33250,103.58833,24.5,10-13-2019,07:00:00,0.00,24.1,1011.39,30.77,995.23,0.0,97,0.00,000,8.00,25.1
48400,NAKHON SAWAN,นครสวรรค์ ,นครสวรรค์,15.67183,100.13236,24.7,10-13-2019,07:00:00,0.01,24.9,1010.66,31.08,1006.59,0.0,94,0.00,000,5.00,25.7
48401,TAKFA AGROMET.,ตากฟ้า สกษ.,นครสวรรค์,15.34944,100.53028,23.3,10-13-2019,07:00:00,0.00,23.4,1011.84,28.62,1001.02,0.0,95,0.00,000,9.00,24.2
48402,CHAINAT AGROMET.,ชัยนาท สกษ.,ชัยนาท,15.15000,100.18333,24.8,10-13-2019,07:00:00,0.00,25.0,1010.94,31.25,1009.00,0.0,96,0.00,000,8.00,25.5
48403,CHAIYAPHUM,ชัยภูมิ,ชัยภูมิ,15.80000,102.03333,23.0,10-13-2019,07:00:00,11.40,24.2,1010.88,28.11,989.76,0.0,91,0.00,000,10.00,24.5
48404,ROI ET AGROMET.,ร้อยเอ็ด สกษ.,ร้อยเอ็ด,16.07322,103.60844,23.1,10-13-2019,07:00:00,0.00,24.1,1011.51,28.18,993.71,0.0,84,0.00,000,8.00,26.0
48405,ROI ET,ร้อยเอ็ด,ร้อยเอ็ด,16.02000,103.74389,22.7,10-13-2019,07:00:00,0.00,25.0,1011.27,27.64,994.97,0.0,84,0.00,000,9.00,25.7
48407,UBON RATCHATHANI,อุบลราชธานี (ศูนย์ฯ),อุบลราชธานี,15.25000,104.86667,23.0,10-13-2019,07:00:00,0.00,24.6,1011.36,28.14,997.18,0.0,88,0.00,000,7.00,25.1
48408,UBON RATCHATHANI AGROMET.,อุบลราชธานี สกษ.,อุบลราชธานี,15.23914,105.02350,23.8,10-13-2019,07:00:00,0.00,24.0,1011.80,29.52,996.81,0.0,93,0.00,000,8.00,25.0
48409,SI SAKET AGROMET.,ศรีสะเกษ,ศรีสะเกษ,15.00000,104.05000,25.7,10-13-2019,07:00:00,0.20,25.0,1011.21,33.04,996.43,3.7,98,0.00,320,8.00,26.0
48410,UTHAITHANI,อุทัยธานี,อุทัยธานี,15.37417,100.03889,25.4,10-13-2019,07:00:00,0.00,25.0,1010.52,32.51,1007.49,0.0,95,0.00,"{'0': '   ', '@attributes': {'Unit': 'degree'}}",3.00,26.3
48413,WICHIAN BURI,วิเชียรบุรี,เพชรบูรณ์,15.65700,101.10800,23.5,10-13-2019,07:00:00,4.60,24.2,1010.41,28.90,1002.37,0.0,92,0.00,000,8.00,24.8
48415,AYUTTHAYA,พระนครศรีอยุธยา,พระนครศรีอยุธยา,14.53472,100.72500,24.1,10-13-2019,07:00:00,0.00,24.0,1010.23,29.97,1009.12,0.0,94,0.00,000,8.00,25.1
48416,THA TUM,ท่าตูม,สุรินทร์,15.31667,103.68333,22.8,10-13-2019,07:00:00,0.00,23.5,1011.59,27.70,996.74,0.0,88,0.00,000,8.00,25.0
48417,NAKORNNAYOK,นครนายก,นครนายก,14.36222,101.39278,17.6,10-13-2019,07:00:00,26.60,17.4,1012.21,20.11,876.48,3.7,89,0.00,160,9.00,19.4
48418,BUA CHUM,บัวชุม  ,ลพบุรี,15.26667,101.18736,23.0,10-13-2019,07:00:00,15.00,22.5,1011.14,28.17,1005.17,0.0,97,0.00,000,2.00,23.5
48419,PATHUMTHANI,ปทุมธานี สกษ.,ปทุมธานี,14.10000,100.61667,25.9,10-13-2019,07:00:00,0.00,26.0,1010.40,33.43,1009.60,3.7,98,0.00,080,8.00,26.2
48420,Samut Prakarn,สมุทรปราการ สกษ.,สมุทรปราการ,13.51667,100.76167,25.3,10-13-2019,07:00:00,0.00,26.5,1009.93,32.18,1009.48,5.6,92,0.00,120,10.00,26.7
48421,THONG PHAPHUM,ทองผาภูมิ,กาญจนบุรี,14.74222,98.63639,24.9,10-13-2019,07:00:00,0.00,25.4,1010.39,31.55,999.00,0.0,95,0.00,000,4.00,25.8
48425,SUPHAN BURI,สุพรรณบุรี,สุพรรณบุรี,14.47444,100.13889,25.7,10-13-2019,07:00:00,2.80,26.0,1010.70,32.94,1009.68,0.0,94,0.00,000,5.00,26.8
48426,LOP BURI,ลพบุรี,ลพบุรี,14.79972,100.64500,24.1,10-13-2019,07:00:00,0.40,24.8,1010.58,30.07,1008.74,0.0,93,0.00,000,7.00,25.3
48427,U THONG AGROMET.,อู่ทอง สกษ.,สุพรรณบุรี,14.30361,99.86472,25.2,10-13-2019,07:00:00,0.00,25.0,1010.34,32.01,1009.56,0.0,96,0.00,000,8.00,25.9
48429,SUVARNABHUMI AIRPORT,สนามบินสุวรรณภูมิ,สมุทรปราการ,13.68639,100.76750,24.7,10-13-2019,07:00:00,1.80,25.8,1010.50,31.08,1009.79,7.4,89,0.00,100,8.00,26.7
48430,PRACHIN BURI,ปราจีนบุรี,ปราจีนบุรี,14.05842,101.36930,24.7,10-13-2019,07:00:00,0.40,25.2,1010.10,31.03,1009.39,0.0,92,0.00,000,7.00,26.1
48431,NAKHON RATCHASIMA,นครราชสีมา,นครราชสีมา,14.96830,102.08603,23.3,10-13-2019,07:00:00,0.01,23.2,1011.49,28.53,990.04,0.0,96,0.00,000,8.00,24.0
48432,SURIN,สุรินทร์,สุรินทร์,14.88333,103.50000,24.3,10-13-2019,07:00:00,6.30,23.4,1011.38,30.30,994.46,0.0,97,0.00,000,7.00,24.7
48433,SURIN AGROMET.,สุรินทร์ สกษ.,สุรินทร์,14.88333,103.45000,24.1,10-13-2019,07:00:00,9.30,22.8,1011.61,29.93,994.96,0.0,97,0.00,000,8.00,24.5
48434,CHOK CHAI,โชคชัย,นครราชสีมา,14.71889,102.16861,23.4,10-13-2019,07:00:00,0.01,23.0,1011.48,28.69,989.30,0.0,97,0.00,000,.50,23.8
48435,PAKCHONG AGROMET.,ปากช่อง สกษ.,นครราชสีมา,14.64389,101.33194,21.0,10-13-2019,07:00:00,4.30,20.5,1011.41,24.82,967.25,7.4,95,0.00,060,14.00,21.9
48436,NANG RONG,นางรอง,บุรีรัมย์,14.58333,102.80000,23.9,10-13-2019,07:00:00,0.01,24.0,1011.30,29.57,990.47,0.0,97,0.00,000,.40,24.3
48437,BURIRUM,บุรีรัมย์,บุรีรัมย์,15.22575,103.24808,24.4,10-13-2019,07:00:00,29.80,22.9,1012.95,30.54,991.84,3.7,100,0.00,020,.90,24.4
48438,SAMUTSONGKRAM,สมุทรสงคราม,สมุทรสงคราม,13.40778,100.03222,24.3,10-13-2019,07:00:00,0.10,26.0,1010.54,30.43,1010.10,0.0,88,0.10,"{'0': '   ', '@attributes': {'Unit': 'degree'}}",8.00,26.5
48439,KABIN BURI,กบินทร์บุรี,ปราจีนบุรี,13.98333,101.70722,24.0,10-13-2019,07:00:00,0.00,24.2,1010.00,29.77,1008.57,0.0,96,0.00,000,8.00,24.7
48440,SA KAEW,สระแก้ว,สระแก้ว,13.78889,102.03472,24.4,10-13-2019,07:00:00,0.90,24.5,1010.11,30.56,1005.13,0.0,98,0.00,000,6.00,24.7
48450,KANCHANA BURI,กาญจนบุรี,กาญจนบุรี,14.02250,99.53583,25.8,10-13-2019,07:00:00,0.00,24.5,1010.33,33.14,1007.03,0.0,94,0.00,000,3.00,26.9
48451,NAKHONPATHOM,นครปฐม,นครปฐม,14.01167,99.97000,25.6,10-13-2019,07:00:00,0.00,26.0,1010.27,32.91,1009.16,0.0,95,0.00,000,7.00,26.5
48453,BANG NA AGROMET.,กรุงเทพฯ บางนา สกษ.,กรุงเทพมหานคร,13.66639,100.60611,25.6,10-13-2019,07:00:00,0.01,26.4,1010.52,32.86,1010.22,0.0,93,0.00,000,10.00,26.9
48454,BANGKOK PORT (KLONG TOEI),กรุงเทพฯ ท่าเรือคลองเตย,กรุงเทพมหานคร,13.70694,100.56805,24.6,10-13-2019,07:00:00,0.00,26.9,1010.49,30.94,1009.80,0.0,86,0.00,000,10.00,27.2
48455,BANGKOK METROPOLIS,กรุงเทพมหานคร,กรุงเทพมหานคร,13.72639,100.56000,25.3,10-13-2019,07:00:00,0.00,26.6,1009.62,32.21,1009.13,0.0,90,0.00,000,10.00,27.0
48456,DON MUANG AIRPORT,สนามบินดอนเมือง,กรุงเทพมหานคร,13.91917,100.60500,25.7,10-13-2019,07:00:00,0.01,26.0,1010.54,32.99,1009.13,5.6,96,0.00,080,5.00,26.4
48457,PILOT STATION,นำร่อง,สมุทรปราการ,13.39389,100.59944,25.6,10-13-2019,07:00:00,0.00,28.5,1010.72,32.83,1009.04,11.1,82,0.00,110,8.00,29.0
48458,CHACHOENGSAO,ฉะเชิงเทรา,ฉะเชิงเทรา,13.51556,101.45833,23.4,10-13-2019,07:00:00,0.90,23.5,1012.36,28.77,1004.22,0.0,98,0.00,000,10.00,23.7
48459,CHON BURI,ชลบุรี,ชลบุรี,13.36667,100.98333,25.9,10-13-2019,07:00:00,0.00,25.2,1010.11,33.35,1009.82,0.0,98,0.00,000,2.00,26.3
48460,KO SICHANG,เกาะสีชัง,ชลบุรี,13.16167,100.80194,26.1,10-13-2019,07:00:00,3.60,26.0,1010.22,33.78,1007.09,0.0,92,0.00,000,12.00,27.5
48461,PHATTHAYA,พัทยา,ชลบุรี,12.92000,100.86944,25.6,10-13-2019,07:00:00,12.20,24.4,1010.05,32.79,1003.07,0.0,96,0.00,000,8.00,26.3
48462,ARANYA PRATHET,อรัญประเทศ,สระแก้ว,13.70000,102.58333,25.2,10-13-2019,07:00:00,0.00,25.0,1011.04,31.98,1005.40,0.0,97,0.00,000,.80,25.6
48463,LAEM CHABANG,แหลมฉบัง,ชลบุรี,13.07694,100.87583,25.3,10-13-2019,07:00:00,53.10,25.3,1010.85,32.32,1001.48,11.1,95,0.00,110,5.00,26.2
48464,RATCHA BURI,ราชบุรี,ราชบุรี,13.48931,99.79239,25.1,10-13-2019,07:00:00,0.00,25.6,1010.70,31.93,1009.43,0.0,95,0.00,000,6.00,26.0
48465,PHETCHA BURI,เพชรบุรี,เพชรบุรี,12.99944,100.06056,25.7,10-13-2019,07:00:00,0.70,26.3,1009.75,33.06,1009.32,0.0,93,0.60,000,11.00,27.0
48474,NONG PHLUB AGROMET.,หนองพลับ สกษ.,ประจวบคีรีขันธ์,12.58333,99.73333,23.2,10-13-2019,07:00:00,0.00,23.0,1010.43,28.44,998.01,0.0,95,0.00,000,8.00,24.1
48475,HUA HIN,หัวหิน,ประจวบคีรีขันธ์,12.58611,99.96250,25.1,10-13-2019,07:00:00,0.00,26.2,1009.93,31.94,1009.22,0.0,90,0.00,000,8.00,27.0
48477,SATTAHIP,สัตหีบ,ชลบุรี,12.68333,100.98333,25.0,10-13-2019,07:00:00,1.10,25.5,1010.31,31.76,1007.86,0.0,93,0.00,000,9.00,26.2
48478,RAYONG,ระยอง,ระยอง,12.63222,101.34361,25.2,10-13-2019,07:00:00,0.20,25.7,1009.78,32.12,1009.26,0.0,95,0.00,000,8.00,26.1
48479,HUAI PONG AGROMET.,ห้วยโป่ง สกษ.,ระยอง,12.73333,101.13333,24.9,10-13-2019,07:00:00,1.50,25.3,1009.87,31.57,1004.69,0.0,93,0.00,000,9.00,26.1
48480,CHANTHA BURI,จันทบุรี,จันทบุรี,12.61667,102.11333,23.8,10-13-2019,07:00:00,0.00,24.1,1010.28,29.52,1009.87,0.0,93,0.00,000,7.00,25.0
48481,PHLIU  AGROMET.,พลิ้ว สกษ.,จันทบุรี,12.50861,102.17305,23.8,10-13-2019,07:00:00,0.00,24.2,1010.23,29.41,1007.43,0.0,96,0.00,000,8.00,24.5
48501,TRAD,ตราด,ตราด,11.76667,102.88333,23.7,10-13-2019,07:00:00,0.00,24.0,1010.22,29.28,1009.76,3.7,91,0.00,070,7.00,25.3
48517,CHUMPHON,ชุมพร,ชุมพร,10.49875,99.18847,23.4,10-13-2019,07:00:00,0.00,23.8,1009.91,28.79,1009.22,0.0,95,0.00,000,7.00,24.3
48520,SAWI AGROMET.,สวี สกษ.,ชุมพร,10.33333,99.10000,23.2,10-13-2019,07:00:00,0.00,23.6,1010.04,28.35,1008.49,0.0,96,0.00,000,8.00,23.9
48532,RANONG,ระนอง,ระนอง,9.98333,98.61667,22.5,10-13-2019,07:00:00,10.30,23.9,1010.34,27.17,1009.41,0.0,91,0.00,000,10.00,24.1
48550,KO SAMUI,เกาะสมุย,สุราษฎร์ธานี,9.46667,100.05000,26.0,10-13-2019,07:00:00,0.00,25.9,1010.19,33.59,1009.50,0.0,96,0.00,000,10.00,26.7
48551,SURAT THANI,สุราษฎร์ธานี,สุราษฎร์ธานี,9.13556,99.15194,23.4,10-13-2019,07:00:00,0.00,23.7,1010.19,28.77,1009.38,0.0,98,0.00,000,8.00,23.7
48552,NAKHONSI THAMMARAT,นครศรีธรรมราช,นครศรีธรรมราช,8.53778,99.96389,24.1,10-13-2019,07:00:00,0.00,23.9,1009.89,30.03,1009.25,0.0,97,0.00,000,10.00,24.7
48554,NAKHONSI THAMMARAT AGROMET.,นครศรีธรรมราช สกษ.,นครศรีธรรมราช,8.35931,100.00000,24.6,10-13-2019,07:00:00,0.30,24.5,1010.36,30.85,1009.95,0.0,97,0.00,000,8.00,25.0
48555,SURAT THANI AGROMET.,สุราษฎร์ธานี สกษ.,สุราษฎร์ธานี,9.10000,99.63333,23.2,10-13-2019,07:00:00,0.00,23.3,1012.09,28.42,1007.81,0.0,98,0.00,000,7.00,23.5
48556,PHRA SANG,พระแสง สอท.,สุราษฎร์ธานี,8.57022,99.25825,24.3,10-13-2019,07:00:00,0.00,23.9,1010.27,30.46,1008.64,0.0,99,0.00,000,.80,24.5
48557,CHAWANG,ฉวาง,นครศรีธรรมราช,8.43194,99.51194,23.3,10-13-2019,07:00:00,1.40,23.5,1010.29,28.60,1006.76,0.0,98,0.00,000,8.00,23.6
48560,PHATTHALUNG AGROMET.,พัทลุง สกษ.,พัทลุง,7.58333,100.16667,24.8,10-13-2019,07:00:00,0.01,25.2,1009.96,31.25,1008.59,3.7,96,0.00,140,8.00,25.5
48561,TAKUA PA,ตะกั่วป่า,พังงา,8.68417,98.25222,24.6,10-13-2019,07:00:00,7.10,24.6,1009.58,30.93,1008.69,0.0,98,0.00,000,15.00,24.9
48563,KRABI,กระบี่,กระบี่,8.10361,98.97528,23.9,10-13-2019,07:00:00,0.00,23.2,1009.90,29.57,1006.30,0.0,97,0.00,000,10.00,24.3
48564,PHUKET,ภูเก็ต,ภูเก็ต,7.88333,98.40000,24.5,10-13-2019,07:00:00,0.00,26.2,1009.59,30.70,1009.15,3.7,89,0.00,330,10.00,26.5
48565,PHUKET AIRPORT,ภูเก็ต (ศูนย์ฯ),ภูเก็ต,8.14500,98.31444,25.3,10-13-2019,07:00:00,0.00,23.4,1009.24,32.20,1008.24,0.0,96,0.00,000,10.00,26.0
48566,KO LANTA,เกาะลันตา,กระบี่,7.53333,99.05000,24.2,10-13-2019,07:00:00,11.40,24.0,1010.10,30.15,1009.27,5.6,94,0.00,090,10.00,25.2
48567,TRANG AIRPORT,ตรัง,ตรัง,7.51667,99.61667,24.3,10-13-2019,07:00:00,4.10,24.0,1010.24,30.30,1008.41,0.0,97,0.00,000,2.00,24.7
48568,SONGKHLA,สงขลา,สงขลา,7.18211,100.60769,23.1,10-13-2019,07:00:00,0.00,25.2,1010.25,28.18,1009.50,3.7,84,0.00,200,12.00,26.0
48569,HAT YAI AIRPORT,หาดใหญ่,สงขลา,6.91667,100.43333,24.6,10-13-2019,07:00:00,1.60,23.1,1010.66,30.93,1006.63,3.7,98,0.00,990,10.00,24.9
48570,SATUN,สตูล,สตูล,6.65000,100.08333,24.6,10-13-2019,07:00:00,0.00,25.6,1010.96,31.00,1010.27,0.0,93,0.00,000,10.00,25.8
48571,KHO HONG AGROMET.,คอหงษ์ สกษ.,สงขลา,7.00000,100.50000,23.5,10-13-2019,07:00:00,3.40,23.5,1009.92,28.96,1008.79,0.0,97,0.00,000,10.00,24.1
48574,SA DAO,สะเดา,สงขลา,6.79806,100.39056,24.1,10-13-2019,07:00:00,13.30,22.4,1010.51,29.93,1007.55,0.0,97,0.00,000,10.00,24.5
48580,PATTANI AIRPORT,ปัตตานี,ปัตตานี,6.78333,101.15000,24.5,10-13-2019,07:00:00,0.00,24.2,1009.69,30.69,1009.00,0.0,96,0.00,000,10.00,25.2
48581,YALA AGROMET.,ยะลา สกษ.,ยะลา,6.51667,101.28333,23.5,10-13-2019,07:00:00,0.00,23.7,1011.05,28.96,1006.87,0.0,97,0.00,000,.50,24.1
48583,NARATHIWAT,นราธิวาส,นราธิวาส,6.41667,101.81667,22.3,10-13-2019,07:00:00,0.00,.0,1010.01,26.84,1009.41,5.6,87,0.00,190,10.00,24.5
